year,month,plot,treatment,resourcetreatment,anttreatment
1980,8,1,control,mixed_pulse,none
1980,8,2,control,small_seeds,none
1980,8,3,exclosure,none,none
1980,8,4,control,none,all_ants
1980,8,5,spectabs,none,none
1980,8,6,control,large_seeds,none
1980,8,7,removal,none,none
1980,8,8,control,none,rugosus
1980,8,9,control,mixed_seeds,none
1980,8,10,removal,none,all_ants
1980,8,11,control,none,none
1980,8,12,control,none,rugosus
1980,8,13,control,large_seeds,none
1980,8,14,control,none,none
1980,8,15,exclosure,none,rugosus
1980,8,16,removal,none,none
1980,8,17,control,none,all_ants
1980,8,18,control,mixed_pulse,none
1980,8,19,exclosure,none,none
1980,8,20,control,mixed_seeds,none
1980,8,21,exclosure,none,rugosus
1980,8,22,control,small_seeds,none
1980,8,23,removal,none,all_ants
1980,8,24,spectabs,none,none
1980,9,1,control,mixed_pulse,none
1980,9,2,control,small_seeds,none
1980,9,3,exclosure,none,none
1980,9,4,control,none,all_ants
1980,9,5,spectabs,none,none
1980,9,6,control,large_seeds,none
1980,9,7,removal,none,none
1980,9,8,control,none,rugosus
1980,9,9,control,mixed_seeds,none
1980,9,10,removal,none,all_ants
1980,9,11,control,none,none
1980,9,12,control,none,rugosus
1980,9,13,control,large_seeds,none
1980,9,14,control,none,none
1980,9,15,exclosure,none,rugosus
1980,9,16,removal,none,none
1980,9,17,control,none,all_ants
1980,9,18,control,mixed_pulse,none
1980,9,19,exclosure,none,none
1980,9,20,control,mixed_seeds,none
1980,9,21,exclosure,none,rugosus
1980,9,22,control,small_seeds,none
1980,9,23,removal,none,all_ants
1980,9,24,spectabs,none,none
1980,10,1,control,mixed_pulse,none
1980,10,2,control,small_seeds,none
1980,10,3,exclosure,none,none
1980,10,4,control,none,all_ants
1980,10,5,spectabs,none,none
1980,10,6,control,large_seeds,none
1980,10,7,removal,none,none
1980,10,8,control,none,rugosus
1980,10,9,control,mixed_seeds,none
1980,10,10,removal,none,all_ants
1980,10,11,control,none,none
1980,10,12,control,none,rugosus
1980,10,13,control,large_seeds,none
1980,10,14,control,none,none
1980,10,15,exclosure,none,rugosus
1980,10,16,removal,none,none
1980,10,17,control,none,all_ants
1980,10,18,control,mixed_pulse,none
1980,10,19,exclosure,none,none
1980,10,20,control,mixed_seeds,none
1980,10,21,exclosure,none,rugosus
1980,10,22,control,small_seeds,none
1980,10,23,removal,none,all_ants
1980,10,24,spectabs,none,none
1980,11,1,control,mixed_pulse,none
1980,11,2,control,small_seeds,none
1980,11,3,exclosure,none,none
1980,11,4,control,none,all_ants
1980,11,5,spectabs,none,none
1980,11,6,control,large_seeds,none
1980,11,7,removal,none,none
1980,11,8,control,none,rugosus
1980,11,9,control,mixed_seeds,none
1980,11,10,removal,none,all_ants
1980,11,11,control,none,none
1980,11,12,control,none,rugosus
1980,11,13,control,large_seeds,none
1980,11,14,control,none,none
1980,11,15,exclosure,none,rugosus
1980,11,16,removal,none,none
1980,11,17,control,none,all_ants
1980,11,18,control,mixed_pulse,none
1980,11,19,exclosure,none,none
1980,11,20,control,mixed_seeds,none
1980,11,21,exclosure,none,rugosus
1980,11,22,control,small_seeds,none
1980,11,23,removal,none,all_ants
1980,11,24,spectabs,none,none
1980,12,1,control,mixed_pulse,none
1980,12,2,control,small_seeds,none
1980,12,3,exclosure,none,none
1980,12,4,control,none,all_ants
1980,12,5,spectabs,none,none
1980,12,6,control,large_seeds,none
1980,12,7,removal,none,none
1980,12,8,control,none,rugosus
1980,12,9,control,mixed_seeds,none
1980,12,10,removal,none,all_ants
1980,12,11,control,none,none
1980,12,12,control,none,rugosus
1980,12,13,control,large_seeds,none
1980,12,14,control,none,none
1980,12,15,exclosure,none,rugosus
1980,12,16,removal,none,none
1980,12,17,control,none,all_ants
1980,12,18,control,mixed_pulse,none
1980,12,19,exclosure,none,none
1980,12,20,control,mixed_seeds,none
1980,12,21,exclosure,none,rugosus
1980,12,22,control,small_seeds,none
1980,12,23,removal,none,all_ants
1980,12,24,spectabs,none,none
1981,1,1,control,mixed_pulse,none
1981,1,2,control,small_seeds,none
1981,1,3,exclosure,none,none
1981,1,4,control,none,all_ants
1981,1,5,spectabs,none,none
1981,1,6,control,large_seeds,none
1981,1,7,removal,none,none
1981,1,8,control,none,rugosus
1981,1,9,control,mixed_seeds,none
1981,1,10,removal,none,all_ants
1981,1,11,control,none,none
1981,1,12,control,none,rugosus
1981,1,13,control,large_seeds,none
1981,1,14,control,none,none
1981,1,15,exclosure,none,rugosus
1981,1,16,removal,none,none
1981,1,17,control,none,all_ants
1981,1,18,control,mixed_pulse,none
1981,1,19,exclosure,none,none
1981,1,20,control,mixed_seeds,none
1981,1,21,exclosure,none,rugosus
1981,1,22,control,small_seeds,none
1981,1,23,removal,none,all_ants
1981,1,24,spectabs,none,none
1981,2,1,control,mixed_pulse,none
1981,2,2,control,small_seeds,none
1981,2,3,exclosure,none,none
1981,2,4,control,none,all_ants
1981,2,5,spectabs,none,none
1981,2,6,control,large_seeds,none
1981,2,7,removal,none,none
1981,2,8,control,none,rugosus
1981,2,9,control,mixed_seeds,none
1981,2,10,removal,none,all_ants
1981,2,11,control,none,none
1981,2,12,control,none,rugosus
1981,2,13,control,large_seeds,none
1981,2,14,control,none,none
1981,2,15,exclosure,none,rugosus
1981,2,16,removal,none,none
1981,2,17,control,none,all_ants
1981,2,18,control,mixed_pulse,none
1981,2,19,exclosure,none,none
1981,2,20,control,mixed_seeds,none
1981,2,21,exclosure,none,rugosus
1981,2,22,control,small_seeds,none
1981,2,23,removal,none,all_ants
1981,2,24,spectabs,none,none
1981,3,1,control,mixed_pulse,none
1981,3,2,control,small_seeds,none
1981,3,3,exclosure,none,none
1981,3,4,control,none,all_ants
1981,3,5,spectabs,none,none
1981,3,6,control,large_seeds,none
1981,3,7,removal,none,none
1981,3,8,control,none,rugosus
1981,3,9,control,mixed_seeds,none
1981,3,10,removal,none,all_ants
1981,3,11,control,none,none
1981,3,12,control,none,rugosus
1981,3,13,control,large_seeds,none
1981,3,14,control,none,none
1981,3,15,exclosure,none,rugosus
1981,3,16,removal,none,none
1981,3,17,control,none,all_ants
1981,3,18,control,mixed_pulse,none
1981,3,19,exclosure,none,none
1981,3,20,control,mixed_seeds,none
1981,3,21,exclosure,none,rugosus
1981,3,22,control,small_seeds,none
1981,3,23,removal,none,all_ants
1981,3,24,spectabs,none,none
1981,4,1,control,mixed_pulse,none
1981,4,2,control,small_seeds,none
1981,4,3,exclosure,none,none
1981,4,4,control,none,all_ants
1981,4,5,spectabs,none,none
1981,4,6,control,large_seeds,none
1981,4,7,removal,none,none
1981,4,8,control,none,rugosus
1981,4,9,control,mixed_seeds,none
1981,4,10,removal,none,all_ants
1981,4,11,control,none,none
1981,4,12,control,none,rugosus
1981,4,13,control,large_seeds,none
1981,4,14,control,none,none
1981,4,15,exclosure,none,rugosus
1981,4,16,removal,none,none
1981,4,17,control,none,all_ants
1981,4,18,control,mixed_pulse,none
1981,4,19,exclosure,none,none
1981,4,20,control,mixed_seeds,none
1981,4,21,exclosure,none,rugosus
1981,4,22,control,small_seeds,none
1981,4,23,removal,none,all_ants
1981,4,24,spectabs,none,none
1981,5,1,control,mixed_pulse,none
1981,5,2,control,small_seeds,none
1981,5,3,exclosure,none,none
1981,5,4,control,none,all_ants
1981,5,5,spectabs,none,none
1981,5,6,control,large_seeds,none
1981,5,7,removal,none,none
1981,5,8,control,none,rugosus
1981,5,9,control,mixed_seeds,none
1981,5,10,removal,none,all_ants
1981,5,11,control,none,none
1981,5,12,control,none,rugosus
1981,5,13,control,large_seeds,none
1981,5,14,control,none,none
1981,5,15,exclosure,none,rugosus
1981,5,16,removal,none,none
1981,5,17,control,none,all_ants
1981,5,18,control,mixed_pulse,none
1981,5,19,exclosure,none,none
1981,5,20,control,mixed_seeds,none
1981,5,21,exclosure,none,rugosus
1981,5,22,control,small_seeds,none
1981,5,23,removal,none,all_ants
1981,5,24,spectabs,none,none
1981,6,1,control,mixed_pulse,none
1981,6,2,control,small_seeds,none
1981,6,3,exclosure,none,none
1981,6,4,control,none,all_ants
1981,6,5,spectabs,none,none
1981,6,6,control,large_seeds,none
1981,6,7,removal,none,none
1981,6,8,control,none,rugosus
1981,6,9,control,mixed_seeds,none
1981,6,10,removal,none,all_ants
1981,6,11,control,none,none
1981,6,12,control,none,rugosus
1981,6,13,control,large_seeds,none
1981,6,14,control,none,none
1981,6,15,exclosure,none,rugosus
1981,6,16,removal,none,none
1981,6,17,control,none,all_ants
1981,6,18,control,mixed_pulse,none
1981,6,19,exclosure,none,none
1981,6,20,control,mixed_seeds,none
1981,6,21,exclosure,none,rugosus
1981,6,22,control,small_seeds,none
1981,6,23,removal,none,all_ants
1981,6,24,spectabs,none,none
1981,7,1,control,mixed_pulse,none
1981,7,2,control,small_seeds,none
1981,7,3,exclosure,none,none
1981,7,4,control,none,all_ants
1981,7,5,spectabs,none,none
1981,7,6,control,large_seeds,none
1981,7,7,removal,none,none
1981,7,8,control,none,rugosus
1981,7,9,control,mixed_seeds,none
1981,7,10,removal,none,all_ants
1981,7,11,control,none,none
1981,7,12,control,none,rugosus
1981,7,13,control,large_seeds,none
1981,7,14,control,none,none
1981,7,15,exclosure,none,rugosus
1981,7,16,removal,none,none
1981,7,17,control,none,all_ants
1981,7,18,control,mixed_pulse,none
1981,7,19,exclosure,none,none
1981,7,20,control,mixed_seeds,none
1981,7,21,exclosure,none,rugosus
1981,7,22,control,small_seeds,none
1981,7,23,removal,none,all_ants
1981,7,24,spectabs,none,none
1981,8,1,control,mixed_pulse,none
1981,8,2,control,small_seeds,none
1981,8,3,exclosure,none,none
1981,8,4,control,none,all_ants
1981,8,5,spectabs,none,none
1981,8,6,control,large_seeds,none
1981,8,7,removal,none,none
1981,8,8,control,none,rugosus
1981,8,9,control,mixed_seeds,none
1981,8,10,removal,none,all_ants
1981,8,11,control,none,none
1981,8,12,control,none,rugosus
1981,8,13,control,large_seeds,none
1981,8,14,control,none,none
1981,8,15,exclosure,none,rugosus
1981,8,16,removal,none,none
1981,8,17,control,none,all_ants
1981,8,18,control,mixed_pulse,none
1981,8,19,exclosure,none,none
1981,8,20,control,mixed_seeds,none
1981,8,21,exclosure,none,rugosus
1981,8,22,control,small_seeds,none
1981,8,23,removal,none,all_ants
1981,8,24,spectabs,none,none
1981,9,1,control,mixed_pulse,none
1981,9,2,control,small_seeds,none
1981,9,3,exclosure,none,none
1981,9,4,control,none,all_ants
1981,9,5,spectabs,none,none
1981,9,6,control,large_seeds,none
1981,9,7,removal,none,none
1981,9,8,control,none,rugosus
1981,9,9,control,mixed_seeds,none
1981,9,10,removal,none,all_ants
1981,9,11,control,none,none
1981,9,12,control,none,rugosus
1981,9,13,control,large_seeds,none
1981,9,14,control,none,none
1981,9,15,exclosure,none,rugosus
1981,9,16,removal,none,none
1981,9,17,control,none,all_ants
1981,9,18,control,mixed_pulse,none
1981,9,19,exclosure,none,none
1981,9,20,control,mixed_seeds,none
1981,9,21,exclosure,none,rugosus
1981,9,22,control,small_seeds,none
1981,9,23,removal,none,all_ants
1981,9,24,spectabs,none,none
1981,10,1,control,mixed_pulse,none
1981,10,2,control,small_seeds,none
1981,10,3,exclosure,none,none
1981,10,4,control,none,all_ants
1981,10,5,spectabs,none,none
1981,10,6,control,large_seeds,none
1981,10,7,removal,none,none
1981,10,8,control,none,rugosus
1981,10,9,control,mixed_seeds,none
1981,10,10,removal,none,all_ants
1981,10,11,control,none,none
1981,10,12,control,none,rugosus
1981,10,13,control,large_seeds,none
1981,10,14,control,none,none
1981,10,15,exclosure,none,rugosus
1981,10,16,removal,none,none
1981,10,17,control,none,all_ants
1981,10,18,control,mixed_pulse,none
1981,10,19,exclosure,none,none
1981,10,20,control,mixed_seeds,none
1981,10,21,exclosure,none,rugosus
1981,10,22,control,small_seeds,none
1981,10,23,removal,none,all_ants
1981,10,24,spectabs,none,none
1981,11,1,control,mixed_pulse,none
1981,11,2,control,small_seeds,none
1981,11,3,exclosure,none,none
1981,11,4,control,none,all_ants
1981,11,5,spectabs,none,none
1981,11,6,control,large_seeds,none
1981,11,7,removal,none,none
1981,11,8,control,none,rugosus
1981,11,9,control,mixed_seeds,none
1981,11,10,removal,none,all_ants
1981,11,11,control,none,none
1981,11,12,control,none,rugosus
1981,11,13,control,large_seeds,none
1981,11,14,control,none,none
1981,11,15,exclosure,none,rugosus
1981,11,16,removal,none,none
1981,11,17,control,none,all_ants
1981,11,18,control,mixed_pulse,none
1981,11,19,exclosure,none,none
1981,11,20,control,mixed_seeds,none
1981,11,21,exclosure,none,rugosus
1981,11,22,control,small_seeds,none
1981,11,23,removal,none,all_ants
1981,11,24,spectabs,none,none
1981,12,1,control,mixed_pulse,none
1981,12,2,control,small_seeds,none
1981,12,3,exclosure,none,none
1981,12,4,control,none,all_ants
1981,12,5,spectabs,none,none
1981,12,6,control,large_seeds,none
1981,12,7,removal,none,none
1981,12,8,control,none,rugosus
1981,12,9,control,mixed_seeds,none
1981,12,10,removal,none,all_ants
1981,12,11,control,none,none
1981,12,12,control,none,rugosus
1981,12,13,control,large_seeds,none
1981,12,14,control,none,none
1981,12,15,exclosure,none,rugosus
1981,12,16,removal,none,none
1981,12,17,control,none,all_ants
1981,12,18,control,mixed_pulse,none
1981,12,19,exclosure,none,none
1981,12,20,control,mixed_seeds,none
1981,12,21,exclosure,none,rugosus
1981,12,22,control,small_seeds,none
1981,12,23,removal,none,all_ants
1981,12,24,spectabs,none,none
1982,1,1,control,mixed_pulse,none
1982,1,2,control,small_seeds,none
1982,1,3,exclosure,none,none
1982,1,4,control,none,all_ants
1982,1,5,spectabs,none,none
1982,1,6,control,large_seeds,none
1982,1,7,removal,none,none
1982,1,8,control,none,rugosus
1982,1,9,control,mixed_seeds,none
1982,1,10,removal,none,all_ants
1982,1,11,control,none,none
1982,1,12,control,none,rugosus
1982,1,13,control,large_seeds,none
1982,1,14,control,none,none
1982,1,15,exclosure,none,rugosus
1982,1,16,removal,none,none
1982,1,17,control,none,all_ants
1982,1,18,control,mixed_pulse,none
1982,1,19,exclosure,none,none
1982,1,20,control,mixed_seeds,none
1982,1,21,exclosure,none,rugosus
1982,1,22,control,small_seeds,none
1982,1,23,removal,none,all_ants
1982,1,24,spectabs,none,none
1982,2,1,control,mixed_pulse,none
1982,2,2,control,small_seeds,none
1982,2,3,exclosure,none,none
1982,2,4,control,none,all_ants
1982,2,5,spectabs,none,none
1982,2,6,control,large_seeds,none
1982,2,7,removal,none,none
1982,2,8,control,none,rugosus
1982,2,9,control,mixed_seeds,none
1982,2,10,removal,none,all_ants
1982,2,11,control,none,none
1982,2,12,control,none,rugosus
1982,2,13,control,large_seeds,none
1982,2,14,control,none,none
1982,2,15,exclosure,none,rugosus
1982,2,16,removal,none,none
1982,2,17,control,none,all_ants
1982,2,18,control,mixed_pulse,none
1982,2,19,exclosure,none,none
1982,2,20,control,mixed_seeds,none
1982,2,21,exclosure,none,rugosus
1982,2,22,control,small_seeds,none
1982,2,23,removal,none,all_ants
1982,2,24,spectabs,none,none
1982,3,1,control,mixed_pulse,none
1982,3,2,control,small_seeds,none
1982,3,3,exclosure,none,none
1982,3,4,control,none,all_ants
1982,3,5,spectabs,none,none
1982,3,6,control,large_seeds,none
1982,3,7,removal,none,none
1982,3,8,control,none,rugosus
1982,3,9,control,mixed_seeds,none
1982,3,10,removal,none,all_ants
1982,3,11,control,none,none
1982,3,12,control,none,rugosus
1982,3,13,control,large_seeds,none
1982,3,14,control,none,none
1982,3,15,exclosure,none,rugosus
1982,3,16,removal,none,none
1982,3,17,control,none,all_ants
1982,3,18,control,mixed_pulse,none
1982,3,19,exclosure,none,none
1982,3,20,control,mixed_seeds,none
1982,3,21,exclosure,none,rugosus
1982,3,22,control,small_seeds,none
1982,3,23,removal,none,all_ants
1982,3,24,spectabs,none,none
1982,4,1,control,mixed_pulse,none
1982,4,2,control,small_seeds,none
1982,4,3,exclosure,none,none
1982,4,4,control,none,all_ants
1982,4,5,spectabs,none,none
1982,4,6,control,large_seeds,none
1982,4,7,removal,none,none
1982,4,8,control,none,rugosus
1982,4,9,control,mixed_seeds,none
1982,4,10,removal,none,all_ants
1982,4,11,control,none,none
1982,4,12,control,none,rugosus
1982,4,13,control,large_seeds,none
1982,4,14,control,none,none
1982,4,15,exclosure,none,rugosus
1982,4,16,removal,none,none
1982,4,17,control,none,all_ants
1982,4,18,control,mixed_pulse,none
1982,4,19,exclosure,none,none
1982,4,20,control,mixed_seeds,none
1982,4,21,exclosure,none,rugosus
1982,4,22,control,small_seeds,none
1982,4,23,removal,none,all_ants
1982,4,24,spectabs,none,none
1982,5,1,control,mixed_pulse,none
1982,5,2,control,small_seeds,none
1982,5,3,exclosure,none,none
1982,5,4,control,none,all_ants
1982,5,5,spectabs,none,none
1982,5,6,control,large_seeds,none
1982,5,7,removal,none,none
1982,5,8,control,none,rugosus
1982,5,9,control,mixed_seeds,none
1982,5,10,removal,none,all_ants
1982,5,11,control,none,none
1982,5,12,control,none,rugosus
1982,5,13,control,large_seeds,none
1982,5,14,control,none,none
1982,5,15,exclosure,none,rugosus
1982,5,16,removal,none,none
1982,5,17,control,none,all_ants
1982,5,18,control,mixed_pulse,none
1982,5,19,exclosure,none,none
1982,5,20,control,mixed_seeds,none
1982,5,21,exclosure,none,rugosus
1982,5,22,control,small_seeds,none
1982,5,23,removal,none,all_ants
1982,5,24,spectabs,none,none
1982,6,1,control,mixed_pulse,none
1982,6,2,control,small_seeds,none
1982,6,3,exclosure,none,none
1982,6,4,control,none,all_ants
1982,6,5,spectabs,none,none
1982,6,6,control,large_seeds,none
1982,6,7,removal,none,none
1982,6,8,control,none,rugosus
1982,6,9,control,mixed_seeds,none
1982,6,10,removal,none,all_ants
1982,6,11,control,none,none
1982,6,12,control,none,rugosus
1982,6,13,control,large_seeds,none
1982,6,14,control,none,none
1982,6,15,exclosure,none,rugosus
1982,6,16,removal,none,none
1982,6,17,control,none,all_ants
1982,6,18,control,mixed_pulse,none
1982,6,19,exclosure,none,none
1982,6,20,control,mixed_seeds,none
1982,6,21,exclosure,none,rugosus
1982,6,22,control,small_seeds,none
1982,6,23,removal,none,all_ants
1982,6,24,spectabs,none,none
1982,7,1,control,mixed_pulse,none
1982,7,2,control,small_seeds,none
1982,7,3,exclosure,none,none
1982,7,4,control,none,all_ants
1982,7,5,spectabs,none,none
1982,7,6,control,large_seeds,none
1982,7,7,removal,none,none
1982,7,8,control,none,rugosus
1982,7,9,control,mixed_seeds,none
